* Dictionary *
date:			session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
alpha:		alpha
round:		round #
stage:		stage #
group:		identifies subjects that were grouped together
subject:		subject #, changes across rounds
proposal1:		share of ressources offered as particularistic good to subjects #1
proposal2:		share of ressources offered as particularistic good to subjects #2
proposal3:		share of ressources offered as particularistic good to subjects #3
proposal4:		share of ressources offered as particularistic good to subjects #4
proposal5:		share of ressources offered as particularistic good to subjects #5
proposalpublic:	share of ressources offered as public good
chosen:		proposal selected to take the floor
vote:			= 1 if the subject votes in favor of the selected offer (the proposal on the floor), = 0 o/w
id:			id #, constant through session

**************

date	alpha	round	stage	group	subject	proposal1	proposal2	proposal3	proposal4	proposal5	proposalpublic	chosen	vote	id
42808	.65	12	1	2	4	.3	.3	0	.4	0	0	0	1	46
42808	.65	12	1	2	5	0	0	.08	.08	.16	.68	0	1	39
42808	.65	12	1	3	1	.24	0	0	0	0	.76	0	1	51
42808	.65	12	1	3	2	.02	.04	.02	.02	.02	.88	0	0	48
42808	.65	12	1	3	3	.28	0	.42	.3	0	0	1	1	44
42808	.65	12	1	3	4	0	0	0	.1	0	.9	0	0	41
42808	.65	12	1	3	5	.08	0	.08	0	.3	.54	0	0	54
42808	.65	12	1	4	1	.16	0	0	.04	.04	.76	0	0	55
42808	.65	12	1	4	2	0	0	0	0	0	1	0	0	49
42808	.65	12	1	4	3	0	0	.24	0	0	.76	1	1	38
42808	.65	12	1	4	4	0	0	.02	.12	.02	.84	0	1	42
42808	.65	12	1	4	5	0	0	.02	0	.02	.96	0	0	43
42808	.65	12	2	1	1	.375	.3	.325	0	0	0	0	0	40
42808	.65	12	2	1	2	.25	.5	.25	0	0	0	0	1	50
42808	.65	12	2	1	3	0	0	.125	0	0	.875	0	1	36
42808	.65	12	2	1	4	0	0	0	0	0	1	0	1	53
42808	.65	12	2	1	5	0	0	.025	.025	.075	.875	1	1	52
42808	.65	12	2	3	1	.25	0	0	0	0	.75	0	0	51
42808	.65	12	2	3	2	.375	.375	0	.25	0	0	0	0	48
42808	.65	12	2	3	3	.2	.2	.2	.2	.2	0	0	0	44
42808	.65	12	2	3	4	.3	.3	0	.4	0	0	0	0	41
42808	.65	12	2	3	5	0	.175	.175	0	.65	0	1	1	54
42808	.65	12	2	4	1	.25	.125	.125	.125	.125	.25	0	1	55
42808	.65	12	2	4	2	0	0	0	0	0	1	0	0	49
42808	.65	12	2	4	3	0	0	.2	0	0	.8	0	1	38
42808	.65	12	2	4	4	0	0	0	0	0	1	0	1	42
42808	.65	12	2	4	5	0	0	.0125	.0125	.025	.95	1	1	43
42808	.65	12	3	3	1	.25	0	0	0	0	.75	0	0	51
42808	.65	12	3	3	2	.09375	.28125	.25	.25	.09375	.03125	0	0	48
42808	.65	12	3	3	3	.1875	.1875	.21875	.1875	.21875	0	1	1	44
42808	.65	12	3	3	4	0	.3125	.3125	.375	0	0	0	1	41
42808	.65	12	3	3	5	0	0	0	0	1	0	0	0	54
42808	.65	12	4	3	1	.2734375	0	0	0	0	.7265625	0	0	51
42808	.65	12	4	3	2	.1953125	.1953125	.1953125	.1953125	.1953125	.0234375	1	1	48
42808	.65	12	4	3	3	0	0	0	0	0	1	0	1	44
42808	.65	12	4	3	4	0	0	0	0	0	1	0	0	41
42808	.65	12	4	3	5	.0976563	.0976563	0	0	.8046875	0	0	0	54
42808	.65	12	5	3	1	.1953125	0	0	0	0	.8046875	0	1	51
42808	.65	12	5	3	2	0	1	0	0	0	0	0	1	48
42808	.65	12	5	3	3	0	0	0	0	0	1	0	1	44
42808	.65	12	5	3	4	0	0	0	0	0	1	1	1	41
42808	.65	12	5	3	5	.2675781	0	.2441406	0	.4882813	0	0	1	54
42908	.65	1	1	1	1	.6	.2	.2	0	0	0	0	0	60
42908	.65	1	1	1	2	.2	.4	.2	.1	.1	0	0	0	62
42908	.65	1	1	1	3	0	0	.4	.3	.3	0	0	1	57
42908	.65	1	1	1	4	0	0	.3	.4	.3	0	1	1	63
42908	.65	1	1	1	5	.2	.2	.1	.12	.28	.1	0	1	66
42908	.65	1	1	2	1	.3	0	0	0	0	.7	0	1	58
42908	.65	1	1	2	2	.2	.4	.2	0	0	.2	0	1	70
42908	.65	1	1	2	3	.26	.26	.48	0	0	0	0	1	65
42908	.65	1	1	2	4	.2	.2	0	.6	0	0	0	1	61
42908	.65	1	1	2	5	0	0	0	0	0	1	1	1	68
42908	.65	1	1	3	1	.24	.26	.24	.06	.04	.16	0	1	64
42908	.65	1	1	3	2	.08	.18	.08	.08	.08	.5	1	1	56
42908	.65	1	1	3	3	.2	.2	.6	0	0	0	0	1	67
42908	.65	1	1	3	4	0	0	.3	.36	.3	.04	0	1	69
42908	.65	1	1	3	5	.22	0	.22	0	.36	.2	0	1	59
42908	.65	2	1	1	1	.4	.3	.3	0	0	0	0	1	62
42908	.65	2	1	1	2	.3	.3	.3	0	0	.1	0	0	69
42908	.65	2	1	1	3	.24	0	.5	0	.26	0	1	1	61
42908	.65	2	1	1	4	.2	.2	.2	.24	.06	.1	0	0	66
42908	.65	2	1	1	5	0	0	0	0	.1	.9	0	0	58
42908	.65	2	1	2	1	.5	.24	.24	0	0	.02	1	1	57
42908	.65	2	1	2	2	.24	.36	.24	0	0	.16	0	1	59
42908	.65	2	1	2	3	.04	.04	.04	.04	.04	.8	0	1	56
42908	.65	2	1	2	4	.26	.26	0	.48	0	0	0	0	65
42908	.65	2	1	2	5	.06	.06	.06	.16	.06	.6	0	0	64
42908	.65	2	1	3	1	.4	.2	.2	0	0	.2	0	0	60
42908	.65	2	1	3	2	.2	.6	.2	0	0	0	0	0	67
42908	.65	2	1	3	3	0	0	.2	0	0	.8	0	1	70
42908	.65	2	1	3	4	0	0	.2	.3	.2	.3	1	1	63
42908	.65	2	1	3	5	0	0	0	0	0	1	0	1	68
42908	.65	2	2	1	1	.5	.25	.25	0	0	0	0	0	62
42908	.65	2	2	1	2	.325	.325	.325	0	0	.025	0	1	69
42908	.65	2	2	1	3	0	.25	.5	.25	0	0	1	1	61
42908	.65	2	2	1	4	.1	.175	.175	.25	.075	.225	0	1	66
42908	.65	2	2	1	5	0	0	0	0	.125	.875	0	0	58
42908	.65	3	1	1	1	.4	.2	.2	0	0	.2	1	1	64
42908	.65	3	1	1	2	0	0	0	0	0	1	0	0	68
42908	.65	3	1	1	3	.1	.2	.3	.2	.1	.1	0	1	66
42908	.65	3	1	1	4	0	0	0	.1	0	.9	0	0	58
42908	.65	3	1	1	5	0	0	.16	.2	.6	.04	0	0	67
42908	.65	3	1	2	1	.2	0	0	0	0	.8	0	1	70
42908	.65	3	1	2	2	.25	.5	.25	0	0	0	0	1	65
42908	.65	3	1	2	3	0	0	.26	.16	.16	.42	0	0	63
42908	.65	3	1	2	4	.16	.16	.14	.4	.02	.12	0	0	56
42908	.65	3	1	2	5	.24	.24	0	0	.5	.02	1	1	57
42908	.65	3	1	3	1	.4	.3	.3	0	0	0	0	0	60
42908	.65	3	1	3	2	.2	.5	0	.3	0	0	0	1	61
42908	.65	3	1	3	3	.3	.3	.4	0	0	0	0	1	59
42908	.65	3	1	3	4	0	.28	.28	.34	0	.1	1	1	69
42908	.65	3	1	3	5	0	0	.2	.2	.6	0	0	0	62
42908	.65	3	2	1	1	.25	.25	.25	0	0	.25	0	1	64
42908	.65	3	2	1	2	0	.25	.25	.25	.25	0	0	1	68
42908	.65	3	2	1	3	.125	.2	.3	.25	.125	0	0	1	66
42908	.65	3	2	1	4	0	0	0	.125	0	.875	1	1	58
42908	.65	3	2	1	5	0	0	.25	.25	.5	0	0	1	67
42908	.65	4	1	1	1	.26	.22	.22	.1	.1	.1	0	0	66
42908	.65	4	1	1	2	.3	.4	.3	0	0	0	0	1	62
42908	.65	4	1	1	3	.2	.2	.5	.04	.04	.02	1	1	56
42908	.65	4	1	1	4	.3	.3	.3	0	0	.1	0	0	64
42908	.65	4	1	1	5	0	0	.2	.3	.5	0	0	0	67
42908	.65	4	1	2	1	.28	.16	.16	0	0	.4	0	1	63
42908	.65	4	1	2	2	0	.5	.24	.24	0	.02	0	1	57
42908	.65	4	1	2	3	.25	.25	.5	0	0	0	0	1	65
42908	.65	4	1	2	4	0	0	0	.2	0	.8	0	1	70
42908	.65	4	1	2	5	0	0	0	0	.14	.86	1	1	58
42908	.65	4	1	3	1	0	0	0	0	0	1	0	1	68
42908	.65	4	1	3	2	.32	.36	0	.32	0	0	1	1	69
42908	.65	4	1	3	3	.2	.2	.2	.2	.2	0	0	0	60
42908	.65	4	1	3	4	0	0	.3	.4	.3	0	0	1	59
42908	.65	4	1	3	5	.2	0	0	.2	.6	0	0	0	61
42908	.65	4	2	1	1	.3	.2	.25	.125	.125	0	1	1	66
42908	.65	4	2	1	2	.25	.5	.25	0	0	0	0	1	62
42908	.65	4	2	1	3	.25	.25	.5	0	0	0	0	1	56
42908	.65	4	2	1	4	.05	.05	.05	.05	.05	.75	0	0	64
42908	.65	4	2	1	5	0	0	.25	.25	.375	.125	0	1	67
42908	.65	5	1	1	1	.2	0	0	0	0	.8	0	1	57
42908	.65	5	1	1	2	0	0	0	0	0	1	1	1	68
42908	.65	5	1	1	3	0	0	.2	0	0	.8	0	1	70
42908	.65	5	1	1	4	0	.22	.22	.56	0	0	0	1	62
42908	.65	5	1	1	5	0	0	.32	.32	.36	0	0	1	59
42908	.65	5	1	2	1	.9	0	0	0	0	.1	0	0	60
42908	.65	5	1	2	2	0	.2	0	0	0	.8	0	0	58
42908	.65	5	1	2	3	0	0	.2	0	0	.8	1	1	65
42908	.65	5	1	2	4	0	0	0	.16	0	.84	0	1	63
42908	.65	5	1	2	5	0	0	.2	.16	.6	.04	0	1	67
42908	.65	5	1	3	1	.3	.24	.26	.1	.1	0	1	1	66
42908	.65	5	1	3	2	.06	.16	.06	.06	.06	.6	0	1	64
42908	.65	5	1	3	3	0	.28	.44	.28	0	0	0	1	69
42908	.65	5	1	3	4	.25	0	.25	.5	0	0	0	0	61
42908	.65	5	1	3	5	.1	.1	.1	0	.4	.3	0	0	56
42908	.65	6	1	1	1	.18	0	0	0	0	.82	0	1	58
42908	.65	6	1	1	2	0	.5	0	.2	.2	.1	0	0	60
42908	.65	6	1	1	3	0	0	0	0	0	1	1	1	68
42908	.65	6	1	1	4	0	0	0	.34	0	.66	0	1	57
42908	.65	6	1	1	5	0	0	0	0	.3	.7	0	1	67
42908	.65	6	1	2	1	.3	.1	.1	.24	.26	0	0	0	66
42908	.65	6	1	2	2	.2	.4	.2	.2	0	0	0	1	62
42908	.65	6	1	2	3	0	0	.24	0	0	.76	0	0	65
42908	.65	6	1	2	4	0	.32	0	.36	.32	0	1	1	59
42908	.65	6	1	2	5	.08	.12	.12	.14	.14	.4	0	1	56
42908	.65	6	1	3	1	.14	.08	.06	.06	.06	.6	0	0	64
42908	.65	6	1	3	2	0	.16	0	0	0	.84	0	0	63
42908	.65	6	1	3	3	.28	.28	.44	0	0	0	0	1	69
42908	.65	6	1	3	4	0	0	.25	.5	.25	0	1	1	61
42908	.65	6	1	3	5	0	0	0	0	.2	.8	0	1	70
42908	.65	7	1	1	1	.2	0	0	0	0	.8	0	0	58
42908	.65	7	1	1	2	.3	.4	0	.3	0	0	0	0	59
42908	.65	7	1	1	3	0	.25	.5	.25	0	0	0	1	69
42908	.65	7	1	1	4	0	0	0	.34	0	.66	1	1	57
42908	.65	7	1	1	5	.06	.06	.06	.08	.14	.6	0	1	64
42908	.65	7	1	2	1	.4	0	.3	.3	0	0	0	1	62
42908	.65	7	1	2	2	0	.3	0	0	0	.7	0	1	67
42908	.65	7	1	2	3	.32	.28	.4	0	0	0	0	1	66
42908	.65	7	1	2	4	.1	.12	.12	.14	.12	.4	0	1	56
42908	.65	7	1	2	5	0	0	0	0	.24	.76	1	1	65
42908	.65	7	1	3	1	.3	0	0	0	0	.7	0	0	60
42908	.65	7	1	3	2	0	.16	0	0	0	.84	0	0	63
42908	.65	7	1	3	3	0	0	.2	0	0	.8	0	1	70
42908	.65	7	1	3	4	0	0	.2	.5	.2	.1	1	1	61
42908	.65	7	1	3	5	0	0	0	0	0	1	0	0	68
42908	.65	7	2	3	1	.25	0	0	0	0	.75	1	1	60
42908	.65	7	2	3	2	0	.125	0	0	0	.875	0	1	63
42908	.65	7	2	3	3	0	0	0	0	0	1	0	1	70
42908	.65	7	2	3	4	0	.25	.25	.5	0	0	0	1	61
42908	.65	7	2	3	5	.25	.25	.25	0	.25	0	0	1	68
42908	.65	8	1	1	1	.28	0	0	0	0	.72	0	1	57
42908	.65	8	1	1	2	0	.28	0	0	0	.72	0	1	56
42908	.65	8	1	1	3	0	0	.7	0	0	.3	0	1	67
42908	.65	8	1	1	4	0	0	0	.16	0	.84	1	1	70
42908	.65	8	1	1	5	0	.3	0	.3	.4	0	0	0	59
42908	.65	8	1	2	1	0	0	0	0	0	1	0	0	68
42908	.65	8	1	2	2	0	.3	0	0	0	.7	0	0	58
42908	.65	8	1	2	3	.06	.08	.14	.06	.06	.6	0	1	64
42908	.65	8	1	2	4	0	0	0	.36	0	.64	1	1	62
42908	.65	8	1	2	5	0	0	.25	.25	.5	0	0	1	69
42908	.65	8	1	3	1	.9	0	0	0	0	.1	0	1	60
42908	.65	8	1	3	2	.2	.5	.2	0	0	.1	1	1	61
42908	.65	8	1	3	3	0	0	.24	0	0	.76	0	1	66
42908	.65	8	1	3	4	0	0	0	.16	0	.84	0	0	63
42908	.65	8	1	3	5	0	0	0	0	.26	.74	0	0	65
42908	.65	9	1	1	1	.52	0	.2	.2	0	.08	0	1	61
42908	.65	9	1	1	2	.2	.5	.2	0	0	.1	1	1	66
42908	.65	9	1	1	3	0	0	.16	0	0	.84	0	0	56
42908	.65	9	1	1	4	0	0	0	.28	0	.72	0	0	57
42908	.65	9	1	1	5	.06	.06	.08	.06	.14	.6	0	0	64
42908	.65	9	1	2	1	.4	0	0	0	0	.6	0	1	58
42908	.65	9	1	2	2	.24	.3	.06	.06	.24	.1	0	1	60
42908	.65	9	1	2	3	0	0	.36	0	0	.64	0	1	62
42908	.65	9	1	2	4	0	0	0	0	0	1	1	1	67
42908	.65	9	1	2	5	0	.28	.28	0	.44	0	0	1	59
42908	.65	9	1	3	1	.5	.25	.25	0	0	0	0	1	69
42908	.65	9	1	3	2	0	.16	0	0	0	.84	0	0	70
42908	.65	9	1	3	3	0	0	0	0	0	1	0	0	68
42908	.65	9	1	3	4	0	0	0	.16	0	.84	0	1	63
42908	.65	9	1	3	5	0	0	0	0	.26	.74	1	1	65
42908	.65	9	2	1	1	0	0	0	0	0	1	0	1	61
42908	.65	9	2	1	2	.2	.25	.175	.125	.125	.125	0	1	66
42908	.65	9	2	1	3	0	0	.175	0	0	.825	0	1	56
42908	.65	9	2	1	4	0	0	0	.175	0	.825	0	1	57
42908	.65	9	2	1	5	.025	.025	.05	.05	.1	.75	1	1	64
42908	.65	10	1	1	1	.4	0	0	0	0	.6	0	0	58
42908	.65	10	1	1	2	0	1	0	0	0	0	1	1	60
42908	.65	10	1	1	3	0	0	.3	0	0	.7	0	0	65
42908	.65	10	1	1	4	0	.2	.3	.4	0	.1	0	0	66
42908	.65	10	1	1	5	0	0	0	0	.16	.84	0	0	63
42908	.65	10	1	2	1	.34	0	0	0	0	.66	0	1	62
42908	.65	10	1	2	2	0	.26	0	0	0	.74	1	1	68
42908	.65	10	1	2	3	0	0	.3	0	0	.7	0	1	67
42908	.65	10	1	2	4	.06	.06	.06	.16	.06	.6	0	1	64
42908	.65	10	1	2	5	0	0	0	0	.16	.84	0	0	70
42908	.65	10	1	3	1	.28	0	0	0	0	.72	0	1	57
42908	.65	10	1	3	2	0	.2	0	0	0	.8	1	1	56
42908	.65	10	1	3	3	.15	.15	.5	0	0	.2	0	1	61
42908	.65	10	1	3	4	0	0	0	.34	0	.66	0	1	69
42908	.65	10	1	3	5	.4	.16	.16	0	0	.28	0	0	59
42908	.65	10	2	1	1	.25	0	0	0	0	.75	1	1	58
42908	.65	10	2	1	2	0	1	0	0	0	0	0	1	60
42908	.65	10	2	1	3	0	0	.425	0	0	.575	0	0	65
42908	.65	10	2	1	4	0	.05	.05	.1	.05	.75	0	1	66
42908	.65	10	2	1	5	0	0	0	0	.15	.85	0	1	63
42908	.65	11	1	1	1	.34	0	0	0	0	.66	0	1	62
42908	.65	11	1	1	2	.16	.4	.16	0	0	.28	1	1	59
42908	.65	11	1	1	3	0	0	.24	0	0	.76	0	1	56
42908	.65	11	1	1	4	0	0	0	.1	0	.9	0	0	67
42908	.65	11	1	1	5	0	0	0	0	.34	.66	0	0	69
42908	.65	11	1	2	1	.36	.3	.24	0	0	.1	1	1	66
42908	.65	11	1	2	2	.15	.5	0	.15	0	.2	0	1	61
42908	.65	11	1	2	3	0	0	.2	0	0	.8	0	1	64
42908	.65	11	1	2	4	0	0	0	.16	0	.84	0	0	63
42908	.65	11	1	2	5	0	0	0	0	.26	.74	0	0	68
42908	.65	11	1	3	1	.28	0	0	0	0	.72	0	0	57
42908	.65	11	1	3	2	0	0	0	0	1	0	1	0	60
42908	.65	11	1	3	3	0	0	.16	0	0	.84	0	0	70
42908	.65	11	1	3	4	0	0	0	.3	0	.7	0	0	65
42908	.65	11	1	3	5	0	0	0	0	.4	.6	0	1	58
42908	.65	11	2	3	1	.175	0	0	0	0	.825	0	0	57
42908	.65	11	2	3	2	.125	.125	.125	.125	0	.5	0	0	60
42908	.65	11	2	3	3	0	0	0	0	0	1	0	1	70
42908	.65	11	2	3	4	0	0	0	.375	0	.625	0	0	65
42908	.65	11	2	3	5	0	0	0	0	.25	.75	1	1	58
42908	.65	11	3	3	1	.15625	0	0	0	0	.84375	0	1	57
42908	.65	11	3	3	2	.25	.25	.25	.25	0	0	0	1	60
42908	.65	11	3	3	3	0	0	0	0	0	1	1	1	70
42908	.65	11	3	3	4	.09375	.09375	0	.375	0	.4375	0	1	65
42908	.65	11	3	3	5	0	0	0	0	.21875	.78125	0	1	58
42908	.65	12	1	1	1	.34	0	0	0	0	.66	0	1	62
42908	.65	12	1	1	2	.02	.2	.02	0	0	.76	0	1	64
42908	.65	12	1	1	3	0	.14	.42	.14	0	.3	0	1	59
42908	.65	12	1	1	4	0	0	0	.16	0	.84	1	1	63
42908	.65	12	1	1	5	.1	.1	.1	.1	.4	.2	0	1	60
42908	.65	12	1	2	1	.4	0	0	0	0	.6	0	0	58
42908	.65	12	1	2	2	0	.26	0	0	0	.74	0	1	68
42908	.65	12	1	2	3	.15	0	.5	.15	0	.2	0	0	61
42908	.65	12	1	2	4	0	0	0	.28	0	.72	0	1	57
42908	.65	12	1	2	5	.27	.27	0	0	.46	0	1	1	69
42908	.65	12	1	3	1	.16	0	0	0	0	.84	0	1	70
42908	.65	12	1	3	2	0	.3	0	0	0	.7	0	1	65
42908	.65	12	1	3	3	0	0	.1	0	0	.9	0	1	67
42908	.65	12	1	3	4	.02	.02	.02	.24	.02	.68	1	1	56
42908	.65	12	1	3	5	.1	.1	.2	.24	.36	0	0	1	66
43008	.65	1	1	1	1	.6	.2	.2	0	0	0	0	1	72
43008	.65	1	1	1	2	0	.1	0	0	0	.9	0	0	83
43008	.65	1	1	1	3	.14	.1	.16	.1	.1	.4	0	1	90
43008	.65	1	1	1	4	.06	.06	.04	.5	.04	.3	0	0	75
43008	.65	1	1	1	5	.2	.1	.18	.1	.31	.11	1	1	82
43008	.65	1	1	2	1	.1	0	0	0	0	.9	0	1	87
43008	.65	1	1	2	2	.2	.3	.2	.1	0	.2	1	1	78
43008	.65	1	1	2	3	.3	.3	.4	0	0	0	0	1	80
43008	.65	1	1	2	4	.3	.3	0	.4	0	0	0	1	74
43008	.65	1	1	2	5	.1	.1	.1	.1	.2	.4	0	0	79
43008	.65	1	1	3	1	0	0	0	0	0	1	0	1	73
43008	.65	1	1	3	2	.25	.4	0	.25	0	.1	0	1	77
43008	.65	1	1	3	3	.24	0	.52	0	.24	0	0	1	88
43008	.65	1	1	3	4	.2	.3	0	.5	0	0	0	1	71
43008	.65	1	1	3	5	0	0	0	0	0	1	1	1	89
43008	.65	1	1	4	1	.32	0	.32	0	.32	.04	0	0	84
43008	.65	1	1	4	2	0	.3	.3	.3	0	.1	0	0	86
43008	.65	1	1	4	3	.2	.1	.3	.2	.2	0	1	1	81
43008	.65	1	1	4	4	.02	.02	.02	.12	.02	.8	0	0	85
43008	.65	1	1	4	5	0	0	.26	.26	.48	0	0	1	76
43008	.65	1	2	4	1	.325	0	.325	0	.325	.025	0	1	84
43008	.65	1	2	4	2	0	.25	.25	.25	.125	.125	0	1	86
43008	.65	1	2	4	3	.15	.15	.15	.15	.15	.25	0	1	81
43008	.65	1	2	4	4	0	0	0	.05	0	.95	1	1	85
43008	.65	1	2	4	5	0	0	.25	.375	.375	0	0	1	76
43008	.65	2	1	1	1	.1	0	0	0	0	.9	0	1	87
43008	.65	2	1	1	2	.3	.3	.2	0	.2	0	0	1	71
43008	.65	2	1	1	3	.16	.16	.16	.16	.16	.2	0	1	81
43008	.65	2	1	1	4	0	0	.02	.06	.02	.9	1	1	85
43008	.65	2	1	1	5	.2	.02	.2	.02	.2	.36	0	1	89
43008	.65	2	1	2	1	.4	.2	0	.2	0	.2	0	0	76
43008	.65	2	1	2	2	0	.1	0	0	0	.9	0	0	83
43008	.65	2	1	2	3	.1	0	.5	.06	.04	.3	0	0	75
43008	.65	2	1	2	4	.1	.1	.1	.3	.1	.3	1	1	82
43008	.65	2	1	2	5	0	.2	.3	.3	.2	0	0	0	86
43008	.65	2	1	3	1	.4	.3	.3	0	0	0	0	1	80
43008	.65	2	1	3	2	.2	.6	.2	0	0	0	0	0	72
43008	.65	2	1	3	3	.3	.3	.4	0	0	0	0	1	74
43008	.65	2	1	3	4	.24	0	0	.52	.24	0	0	0	78
43008	.65	2	1	3	5	.32	0	.32	0	.32	.04	1	1	84
43008	.65	2	1	4	1	.3	.2	.2	.1	.1	.1	0	1	79
43008	.65	2	1	4	2	.3	.4	0	.3	0	0	1	1	77
43008	.65	2	1	4	3	.24	0	.52	0	.24	0	0	0	88
43008	.65	2	1	4	4	.1	.1	.2	.3	.3	0	0	1	73
43008	.65	2	1	4	5	.16	.2	.16	.12	.24	.12	0	0	90
43008	.65	2	2	2	1	.375	.25	.25	0	0	.125	0	1	76
43008	.65	2	2	2	2	0	.125	0	0	0	.875	1	1	83
43008	.65	2	2	2	3	.1	.05	.25	.05	.05	.5	0	1	75
43008	.65	2	2	2	4	.25	.25	0	.5	0	0	0	1	82
43008	.65	2	2	2	5	.25	.25	0	.25	.25	0	0	1	86
43008	.65	3	1	1	1	0	0	0	0	0	1	0	0	73
43008	.65	3	1	1	2	0	0	0	0	0	1	0	0	89
43008	.65	3	1	1	3	.2	.2	.3	.2	.1	0	0	1	90
43008	.65	3	1	1	4	.1	.3	.3	.3	0	0	0	0	86
43008	.65	3	1	1	5	0	0	.2	.2	.6	0	1	1	72
43008	.65	3	1	2	1	.52	.24	.24	0	0	0	0	0	88
43008	.65	3	1	2	2	0	.5	.25	0	.25	0	0	0	77
43008	.65	3	1	2	3	.32	0	.36	0	.32	0	0	1	80
43008	.65	3	1	2	4	0	0	.2	.4	.2	.2	0	1	76
43008	.65	3	1	2	5	0	0	.3	.28	.42	0	1	1	87
43008	.65	3	1	3	1	0	0	.4	.2	.4	0	0	0	71
43008	.65	3	1	3	2	.02	.06	.02	0	0	.9	0	1	81
43008	.65	3	1	3	3	.2	.2	.5	0	0	.1	0	1	79
43008	.65	3	1	3	4	.1	.1	.1	.2	.1	.4	0	1	75
43008	.65	3	1	3	5	.02	0	0	0	0	.98	1	1	84
43008	.65	3	1	4	1	.38	.26	.26	0	0	.1	0	1	78
43008	.65	3	1	4	2	0	.1	0	0	0	.9	1	1	83
43008	.65	3	1	4	3	.1	0	.2	.1	0	.6	0	1	85
43008	.65	3	1	4	4	0	.3	.3	.4	0	0	0	1	74
43008	.65	3	1	4	5	.16	.16	.16	.16	.32	.04	0	1	82
43008	.65	3	2	1	1	0	0	0	0	0	1	0	0	73
43008	.65	3	2	1	2	.25	.25	.25	0	0	.25	0	0	89
43008	.65	3	2	1	3	.25	.125	.25	.125	.25	0	0	1	90
43008	.65	3	2	1	4	0	.25	.25	.25	0	.25	0	1	86
43008	.65	3	2	1	5	0	0	.25	.225	.5	.025	1	1	72
43008	.65	4	1	1	1	.3	.3	.3	0	0	.1	1	1	86
43008	.65	4	1	1	2	.2	.3	.2	.1	.2	0	0	1	90
43008	.65	4	1	1	3	.1	.3	.4	0	0	.2	0	1	72
43008	.65	4	1	1	4	0	.32	.32	.32	0	.04	0	0	84
43008	.65	4	1	1	5	.1	.1	.1	.1	.2	.4	0	0	75
43008	.65	4	1	2	1	.3	.1	0	.1	0	.5	0	0	85
43008	.65	4	1	2	2	.24	.52	.24	0	0	0	0	0	88
43008	.65	4	1	2	3	.25	0	.5	0	.25	0	0	1	77
43008	.65	4	1	2	4	0	0	0	0	0	1	0	1	73
43008	.65	4	1	2	5	0	0	.3	.3	.4	0	1	1	74
43008	.65	4	1	3	1	.1	0	0	.1	.1	.7	0	1	89
43008	.65	4	1	3	2	0	.02	0	0	0	.98	0	1	81
43008	.65	4	1	3	3	.2	.2	.5	0	0	.1	0	0	79
43008	.65	4	1	3	4	0	.4	0	0	0	.6	1	1	78
43008	.65	4	1	3	5	0	0	.26	.26	.48	0	0	0	87
43008	.65	4	1	4	1	.5	0	.24	0	.26	0	1	1	80
43008	.65	4	1	4	2	0	.11	0	0	0	.89	0	0	82
43008	.65	4	1	4	3	.1	.6	.1	.1	.1	0	0	1	71
43008	.65	4	1	4	4	0	0	.2	.4	.2	.2	0	0	76
43008	.65	4	1	4	5	0	0	0	0	.1	.9	0	1	83
43008	.65	5	1	1	1	0	0	0	0	0	1	0	0	74
43008	.65	5	1	1	2	.04	.24	.04	.04	.04	.6	0	1	89
43008	.65	5	1	1	3	0	.7	.2	0	.1	0	1	1	71
43008	.65	5	1	1	4	0	0	.4	.12	.12	.36	0	0	87
43008	.65	5	1	1	5	0	0	0	0	.02	.98	0	0	84
43008	.65	5	1	2	1	.5	0	.24	0	.26	0	1	1	80
43008	.65	5	1	2	2	.2	.5	.2	0	0	.1	0	0	79
43008	.65	5	1	2	3	0	0	.2	0	0	.8	0	0	83
43008	.65	5	1	2	4	0	0	.06	.38	.06	.5	0	0	78
43008	.65	5	1	2	5	.12	.12	.12	.1	.3	.24	0	1	90
43008	.65	5	1	3	1	.4	.3	.24	0	0	.06	0	0	72
43008	.65	5	1	3	2	.07	.4	.07	.07	.07	.32	1	1	82
43008	.65	5	1	3	3	0	0	0	0	0	1	0	0	86
43008	.65	5	1	3	4	0	0	.06	.18	.06	.7	0	0	85
43008	.65	5	1	3	5	0	0	.16	.16	.4	.28	0	0	76
43008	.65	5	1	4	1	.5	0	.25	0	.25	0	0	1	77
43008	.65	5	1	4	2	.2	.3	.2	0	0	.3	1	1	75
43008	.65	5	1	4	3	0	0	.1	0	0	.9	0	1	81
43008	.65	5	1	4	4	0	0	0	0	0	1	0	1	73
43008	.65	5	1	4	5	.25	0	0	.25	.5	0	0	0	88
43008	.65	5	2	1	1	0	0	0	0	0	1	0	1	74
43008	.65	5	2	1	2	.05	.3	.05	.05	.05	.5	0	1	89
43008	.65	5	2	1	3	0	0	.75	.25	0	0	0	0	71
43008	.65	5	2	1	4	0	0	0	0	0	1	1	1	87
43008	.65	5	2	1	5	0	0	0	0	.025	.975	0	1	84
43008	.65	5	2	2	1	.375	0	.25	0	.375	0	0	0	80
43008	.65	5	2	2	2	.2	.4	.2	0	0	.2	0	1	79
43008	.65	5	2	2	3	0	0	.125	0	0	.875	1	1	83
43008	.65	5	2	2	4	0	0	0	.25	0	.75	0	1	78
